Symbol;DT;Quantity;Entry;Exit;ProfitLoss
NQ;2026-07-28;1;28057.5;28057;-10
NQ;2026-07-28;-1;28061;28065;-80
NQ;2026-07-28;-1;28060.5;28070.75;-205
NQ;2026-07-28;-1;28067.5;28070.75;-65
NQ;2026-07-28;1;28076;28069.25;-135
NQ;2026-07-28;1;28074.75;28177.5;2055
NQ;2026-07-28;1;28057.5;28177.5;2400
NQ;2026-07-28;1;28185.25;28174.75;-210
NQ;2026-07-28;1;28172;28165.75;-125
NQ;2026-07-28;1;28167.5;28190.5;460
NQ;2026-07-28;1;28162.75;28157;-115
NQ;2026-07-28;-1;28182.25;28157.25;500
NQ;2026-07-28;-1;28194.5;28157.25;745
NQ;2026-07-28;-1;28094;28075.75;365
NQ;2026-07-28;-1;28032.5;28048.5;-320
NQ;2026-07-28;-1;28041.75;28048.5;-135
NQ;2026-07-28;-1;28050.75;28055.25;-90
NQ;2026-07-28;-1;28046;28002.75;865
NQ;2026-07-28;-1;27895;27907;-240
NQ;2026-07-28;-1;27872.75;27844;575
NQ;2026-07-28;-1;27827.5;27835.5;-160
NQ;2026-07-28;-1;27811;27811.75;-15
NQ;2026-07-28;-1;27816.5;27836.75;-405
NQ;2026-07-28;1;27809.25;27807.75;-30
NQ;2026-07-28;-1;27802.5;27737.25;1305
NQ;2026-07-28;-1;27759.25;27759.75;-10
NQ;2026-07-28;-1;27667.25;27679.75;-250
NQ;2026-07-28;-1;27700;27709.25;-185
NQ;2026-07-28;1;27721.5;27722.25;15
NQ;2026-07-28;1;27744.25;27731.75;-250
NQ;2026-07-28;1;27729.25;27757.5;565
NQ;2026-07-28;1;27760;27746;-280
NQ;2026-07-28;1;27727.25;27708.75;-370
NQ;2026-07-28;-1;27723.5;27745;-430
NQ;2026-07-28;1;27692.75;27672.5;-405
NQ;2026-07-28;1;27675.5;27667.75;-155
NQ;2026-07-28;1;27682.25;27698;315
NQ;2026-07-28;1;27678.5;27664.25;-285
NQ;2026-07-28;1;27669.5;27656;-270
NQ;2026-07-28;-1;27720.5;27734.75;-285
NQ;2026-07-28;-1;27723.5;27731.75;-165
NQ;2026-07-28;1;27726.75;27717.25;-190
NQ;2026-07-28;-1;27763;27774.5;-230
NQ;2026-07-28;-1;27772.5;27769;70
NQ;2026-07-28;1;27785.5;27761.25;-485
NQ;2026-07-28;1;27724.25;27711.75;-250
NQ;2026-07-28;-1;27690.75;27690;15
NQ;2026-07-28;-1;27691;27691.25;-5
NQ;2026-07-28;-1;27639.75;27647.5;-155
NQ;2026-07-28;-1;27650.25;27654.75;-90
NQ;2026-07-28;-1;27705.75;27693.25;250
NQ;2026-07-28;-1;27684.5;27696.75;-245
NQ;2026-07-28;1;27700.25;27691.25;-180
NQ;2026-07-28;1;27689.5;27689.5;0
NQ;2026-07-28;-1;27702;27702;-0
NQ;2026-07-28;-1;27707;27715.75;-175
NQ;2026-07-28;1;27718.5;27700.75;-355
NQ;2026-07-28;1;27708.25;27707.25;-20
NQ;2026-07-28;1;27705.75;27696.25;-190
NQ;2026-07-28;-1;27715;27697.25;355
NQ;2026-07-28;1;27692.25;27705;255
NQ;2026-07-28;-1;27759.5;27743.5;320
NQ;2026-07-28;-1;27741;27750;-180
NQ;2026-07-28;1;27736.75;27723;-275
NQ;2026-07-28;-1;27773.5;27773;10
NQ;2026-07-28;1;27775.5;27776.75;25
NQ;2026-07-28;1;27771.75;27765;-135
NQ;2026-07-28;1;27756.25;27752;-85
NQ;2026-07-28;1;27802.75;27853;1005
NQ;2026-07-28;-1;27881.25;27858.25;460
NQ;2026-07-28;-1;27854.25;27862;-155
NQ;2026-07-28;-1;27860.5;27866.25;-115
NQ;2026-07-28;1;27841.75;27842.5;15
NQ;2026-07-28;1;27805.75;27820.75;300
NQ;2026-07-28;1;27820.75;27816.25;-90
NQ;2026-07-28;1;27817;27807.5;-190
NQ;2026-07-28;-1;27813.25;27816.5;-65
NQ;2026-07-28;-1;27817;27793.75;465
NQ;2026-07-28;-1;27828.25;27832;-75
NQ;2026-07-28;1;27787;27781.5;-110
NQ;2026-07-28;1;27786.75;27781.5;-105
NQ;2026-07-28;1;27782;27836;1080
NQ;2026-07-28;1;27865.25;27857.5;-155
NQ;2026-07-28;1;27849.75;27844.75;-100
NQ;2026-07-28;1;27831.75;27825.75;-120
NQ;2026-07-28;-1;27832.75;27832.25;10
NQ;2026-07-28;-1;27831;27839.25;-165
NQ;2026-07-28;1;27844.25;27866.5;445
NQ;2026-07-28;-1;27847;27861.5;-290
NQ;2026-07-28;-1;27863;27863;-0
NQ;2026-07-28;1;27865.5;27861.5;-80
NQ;2026-07-28;1;27863;27864.75;35
NQ;2026-07-28;-1;27956;27955;20
NQ;2026-07-28;2;27955.5;27964.25;350
NQ;2026-07-28;-2;27957.5;27962.5;-200
NQ;2026-07-28;2;27965.25;27960.25;-200
NQ;2026-07-28;1;27956.25;27965;175
NQ;2026-07-28;2;27960.75;27955.5;-210
NQ;2026-07-28;2;27958.5;27967.25;350
NQ;2026-07-28;2;27972.75;27981.5;350
NQ;2026-07-28;-2;27985;27976.25;350
NQ;2026-07-28;2;27980.25;27989;350
NQ;2026-07-28;2;28002.75;27999;-150
NQ;2026-07-28;2;27995;27990;-200
NQ;2026-07-28;-2;27988.5;27993.5;-200
NQ;2026-07-28;2;27986.75;27981.5;-210
NQ;2026-07-28;2;27974;27970;-160
NQ;2026-07-28;2;27967.25;27976;350
NQ;2026-07-28;2;27972.75;27967.75;-200
NQ;2026-07-28;-2;27963.75;27969.25;-220
NQ;2026-07-28;-2;27968.75;27960;350
NQ;2026-07-28;2;27961.5;27970.25;350
NQ;2026-07-28;2;27955.75;27951.5;-170
NQ;2026-07-28;2;27952.25;27961;350
NQ;2026-07-28;2;27960.25;27954.75;-220
NQ;2026-07-28;2;27958;27953;-200
NQ;2026-07-28;2;27969.5;27978.25;350
NQ;2026-07-28;2;27981.5;27976.25;-210
NQ;2026-07-28;2;27975.5;27970.5;-200
NQ;2026-07-28;2;27975.25;27985.25;400
NQ;2026-07-28;-2;27984.25;27989.25;-200
NQ;2026-07-28;-2;27991.25;27982.5;350
NQ;2026-07-28;-2;27989.75;27981;350
NQ;2026-07-28;-2;27980;27984;-160
NQ;2026-07-28;2;27981.25;27990;350
NQ;2026-07-28;-2;28002;28007;-200
NQ;2026-07-28;2;28004;28004.5;20
NQ;2026-07-28;2;27990;27998.75;350
NQ;2026-07-28;-2;28004;28004;-0
NQ;2026-07-28;2;28004.25;27999.25;-200
NQ;2026-07-28;2;28010.25;28005.25;-200
NQ;2026-07-28;2;28009.25;28004;-210
NQ;2026-07-28;2;28004;28012.75;350
NQ;2026-07-28;-2;28002.25;27994.25;320
NQ;2026-07-28;2;28001.5;27996;-220
NQ;2026-07-28;2;27996.5;28005.25;350
NQ;2026-07-28;2;28004;28004.25;10
NQ;2026-07-28;-2;28005.5;27996.75;350
NQ;2026-07-28;2;27993.75;27991.75;-80
NQ;2026-07-28;-2;27995.25;27999.25;-160
NQ;2026-07-28;-2;28021.25;28026.25;-200
NQ;2026-07-28;-2;28028;28033;-200
NQ;2026-07-28;-2;28032.75;28037.75;-200
NQ;2026-07-28;-2;28036.5;28038.75;-90
NQ;2026-07-28;-2;28038.75;28044;-210
NQ;2026-07-28;2;28045.5;28043;-100
NQ;2026-07-28;2;28045.5;28052;260
NQ;2026-07-28;2;28031.25;28025.75;-220
NQ;2026-07-28;2;28025.5;28019.75;-230
NQ;2026-07-28;2;28026.75;28021;-230
NQ;2026-07-28;2;28020.25;28015.25;-200
NQ;2026-07-28;2;28016.25;28010.5;-230
NQ;2026-07-28;2;28032.75;28032.5;-10
NQ;2026-07-28;-2;28034;28039;-200
NQ;2026-07-28;-2;28049.75;28055.5;-230
NQ;2026-07-28;2;28048;28043;-200
NQ;2026-07-28;2;28041.5;28036.5;-200
NQ;2026-07-28;-1;28029;28040.5;-230
NQ;2026-07-28;-1;28043;28051.25;-165
NQ;2026-07-29;1;27728;27758.25;605
NQ;2026-07-29;2;27752.25;27762.25;400
NQ;2026-07-29;2;27766;27773.75;310
NQ;2026-07-29;-2;27767.5;27758.25;370
NQ;2026-07-29;-1;27781.75;27791.75;-200
NQ;2026-07-29;1;27793.5;27814.25;415
NQ;2026-07-29;1;27760.5;27751.75;-175
NQ;2026-07-29;1;27687.25;27673;-285
NQ;2026-07-29;-1;27667.75;27644.5;465
NQ;2026-07-29;1;27653.5;27671.5;360
NQ;2026-07-29;1;27673;27673.5;10
NQ;2026-07-29;1;27599.75;27591.75;-160
NQ;2026-07-29;1;27599.75;27600;5
NQ;2026-07-29;-1;27645.25;27608.25;740
NQ;2026-07-29;1;27608;27603.25;-95
NQ;2026-07-29;1;27607;27597.25;-195
NQ;2026-07-29;1;27590.25;27585.25;-100
NQ;2026-07-29;1;27602.5;27582.75;-395
NQ;2026-07-29;1;27576.25;27560.5;-315
NQ;2026-07-29;-1;27539.25;27546.25;-140
NQ;2026-07-29;-1;27559.75;27527;655
NQ;2026-07-29;-1;27518.5;27532.75;-285
NQ;2026-07-29;-1;27536.5;27535;30
NQ;2026-07-29;-1;27543;27551.5;-170
NQ;2026-07-29;1;27539.75;27530.75;-180
NQ;2026-07-29;-1;27581.75;27580.75;20
NQ;2026-07-29;-1;27596;27602.75;-135
NQ;2026-07-29;1;27589.75;27595;105
NQ;2026-07-29;-1;27606.75;27561.5;905
NQ;2026-07-29;1;27599;27586.25;-255
NQ;2026-07-29;1;27594.25;27591.5;-55
NQ;2026-07-29;1;27625.75;27622;-75
NQ;2026-07-29;-1;27628.5;27631.5;-60
NQ;2026-07-29;1;27617.25;27611;-125
NQ;2026-07-29;1;27613.25;27608.5;-95
NQ;2026-07-29;1;27652.75;27648.25;-90
NQ;2026-07-29;1;27642.25;27643;15
NQ;2026-07-29;1;27633.75;27633.25;-10
NQ;2026-07-29;1;27601.25;27587;-285
NQ;2026-07-29;1;27585.25;27572.25;-260
NQ;2026-07-29;1;27580.5;27580.5;0
NQ;2026-07-29;1;27610.25;27604.25;-120
NQ;2026-07-29;1;27609.5;27557;-1050
NQ;2026-07-29;1;27553.5;27544.5;-180
NQ;2026-07-30;1;27719;27707;-240
NQ;2026-07-30;1;27680.5;27680;-10
NQ;2026-07-30;-1;27688.5;27692.5;-80
NQ;2026-07-30;1;27685.75;27672.5;-265
NQ;2026-07-30;1;27666.75;27661.5;-105
NQ;2026-07-30;1;27662.75;27658;-95
NQ;2026-07-30;1;27648.75;27641.5;-145
NQ;2026-07-30;-1;27637.75;27666.5;-575
NQ;2026-07-30;-1;27651;27666.5;-310
NQ;2026-07-30;-1;27667;27679.25;-245
NQ;2026-07-30;-1;27688;27694.25;-125
NQ;2026-07-30;-1;27687.5;27648.75;775
NQ;2026-07-30;-1;27659.5;27668.25;-175
NQ;2026-07-30;-1;27669.25;27677.5;-165
NQ;2026-07-30;-1;27677;27684;-140
NQ;2026-07-30;-1;27656.75;27664.75;-160
NQ;2026-07-30;-1;27671.75;27679.25;-150
NQ;2026-07-30;-1;27686;27691.25;-105
NQ;2026-07-30;-1;27820;27808;240
NQ;2026-07-30;-1;27803.75;27821;-345
NQ;2026-07-30;-1;27822;27830;-160
NQ;2026-07-30;1;27853;27860;140
NQ;2026-07-30;1;27837.5;27831;-130
NQ;2026-07-30;1;27832.25;27832.25;0
NQ;2026-07-30;-1;27861.75;27870;-165
NQ;2026-07-30;1;27829;27829.25;5
NQ;2026-07-30;1;27829;27818.5;-210
NQ;2026-07-30;-1;27788;27795.5;-150
NQ;2026-07-30;-1;27780.75;27795;-285
NQ;2026-07-30;-1;27761.25;27770;-175
NQ;2026-07-30;-1;27765.5;27773;-150
NQ;2026-07-30;-1;27762.5;27735.75;535
NQ;2026-07-30;-1;27762.75;27736.75;520
NQ;2026-07-30;1;27757.25;27743;-285
NQ;2026-07-30;-1;27730.25;27752.5;-445
NQ;2026-07-30;1;27716.5;27731.5;300
NQ;2026-07-30;1;27742.5;27743.25;15
NQ;2026-07-30;-1;27843.25;27888.5;-905
NQ;2026-07-30;1;27904.75;27906.75;40
NQ;2026-07-30;1;27915.25;27906.75;-170
NQ;2026-07-30;1;27906.25;28000;1875
NQ;2026-07-30;-1;28079.75;28091;-225
NQ;2026-07-30;-1;28087;28050.25;735
NQ;2026-07-30;1;28093.25;28082.75;-210
NQ;2026-07-30;1;28078.5;28064;-290
NQ;2026-07-30;1;28027.75;28019.5;-165
NQ;2026-07-30;1;28003.5;27991.25;-245
NQ;2026-07-30;-1;27979.5;27976.5;60
NQ;2026-07-30;1;27953.75;27945;-175
NQ;2026-07-30;1;27880.75;27868.5;-245
NQ;2026-07-30;1;27851;27840.25;-215
NQ;2026-07-30;1;27890.5;27870.25;-405
NQ;2026-07-30;-1;27744.25;27739.25;100
NQ;2026-07-30;-1;27682.5;27692.5;-200
NQ;2026-07-30;-1;27687.5;27714.5;-540
NQ;2026-07-30;-1;27722.25;27676.25;920
NQ;2026-07-30;1;27584.25;27611.25;540
NQ;2026-07-30;-1;27534.25;27528.25;120
NQ;2026-07-30;1;27515.25;27503.5;-235
NQ;2026-07-30;-1;27496.75;27467.75;580
NQ;2026-07-30;-1;27466.75;27476.75;-200
NQ;2026-07-30;-1;27473.75;27484.75;-220
NQ;2026-07-30;1;27494.75;27484.75;-200
NQ;2026-07-30;-1;27455.75;27423.25;650
NQ;2026-07-30;-1;27442.25;27429;265
NQ;2026-07-30;1;27407.75;27423;305
NQ;2026-07-30;1;27389;27378.25;-215
NQ;2026-07-30;1;27375.5;27372.75;-55
NQ;2026-07-30;-1;27368.5;27343.5;500
NQ;2026-07-30;-1;27345.5;27355.5;-200
NQ;2026-07-30;1;27321.75;27258.75;-1260
NQ;2026-07-30;1;27257;27258.75;35
NQ;2026-07-30;1;27219.5;27258.75;785
NQ;2026-07-30;1;27213.75;27258.75;900
NQ;2026-07-30;1;27360;27350;-200
NQ;2026-07-30;1;27349.25;27336;-265
NQ;2026-07-30;1;27494.5;27482.5;-240
MNQ;2026-07-30;-1;27465;27474.5;-19
MNQ;2026-07-30;-1;27438.5;27434;9
MNQ;2026-07-30;-1;27450;27434;32
MNQ;2026-07-30;-1;27482.25;27492.75;-21
MNQ;2026-07-30;1;27491;27480.5;-21
MNQ;2026-07-30;1;27477.5;27472;-11
MNQ;2026-07-30;-1;27488.5;27500.5;-24
MNQ;2026-07-30;-1;27496.5;27500.5;-8
MNQ;2026-07-30;1;27503.75;27499.25;-9
MNQ;2026-07-30;1;27489.25;27499.25;20
MNQ;2026-07-30;1;27486.5;27481.25;-10.5
MNQ;2026-07-30;-1;27495.5;27472.75;45.5
MNQ;2026-07-30;-1;27505.5;27510.75;-10.5
MNQ;2026-07-30;1;27465.5;27500.25;69.5
MNQ;2026-07-30;1;27457.5;27454.75;-5.5
MNQ;2026-07-30;-1;27666.75;27667;-0.5
MNQ;2026-07-30;-1;27659.75;27661.25;-3
MNQ;2026-07-30;-1;27662.75;27664.25;-3
MES;2026-07-30;1;7390.75;7391.5;3.75
MNQ;2026-07-30;-1;27683.75;27670.75;26
MNQ;2026-07-30;1;28145.75;28145.75;0
MNQ;2026-07-30;-20;28079;28084;-200
MNQ;2026-07-30;-16;28040.75;28047;-200
MNQ;2026-07-30;21;28051.25;28046.5;-199.5
MNQ;2026-07-30;15;28054;28047.5;-195
MNQ;2026-07-30;-17;28035;28041;-204
MNQ;2026-07-30;21;28030.75;28026;-199.5
MNQ;2026-07-30;-11;28038;28024.25;302.5
MNQ;2026-07-30;-15;28019.75;28025.5;-172.5
MNQ;2026-07-30;-21;28028;28032.75;-199.5
MNQ;2026-07-30;-15;28061;28051;300
MNQ;2026-07-30;-20;28027.25;28031;-150
MNQ;2026-07-30;-24;28046.5;28050.75;-204
MNQ;2026-07-30;27;28047.25;28043.5;-202.5
MNQ;2026-07-30;-19;28049;28054.25;-199.5
MNQ;2026-07-30;-20;28045.75;28038.25;300
MNQ;2026-07-30;-17;28041.25;28046.25;-170
MNQ;2026-07-30;-1;28074;28083.75;-19.5
MNQ;2026-07-30;-12;28047;28052.5;-132
MNQ;2026-07-30;-19;27999.75;28005;-199.5
MNQ;2026-07-30;57;28028.5;28026.5;-228
MNQ;2026-07-30;5;28039.5;28020;-195
MNQ;2026-07-30;-15;28020;28027.25;-217.5
MNQ;2026-07-30;-80;28024.25;28027;-440
MNQ;2026-07-30;-12;28026.5;28013.75;306
MNQ;2026-07-30;9;28032.5;28020.5;-216
MNQ;2026-07-30;8;28026.25;28045;300
MNQ;2026-07-30;19;28045.5;28042.5;-114
MNQ;2026-07-30;-2;28085.5;28093.25;-31
MNQ;2026-07-30;-2;28100;28085.75;57
MNQ;2026-07-30;1;28081.25;28100;37.5
MNQ;2026-07-30;-1;28110.75;28074.25;73
